src_region,src_tier,src_instance_class,dst_region,dst_tier,dst_instance_class,iperf3_connections,iperf3_runtime,tag,stdout_path,stderr_path,throughput_sent,throughput_recieved,cpu_utilization,success
azure:uksouth,PREMIUM,Standard_D32_v5,azure:northcentralus,PREMIUM,Standard_D32_v5,64,5,azure:uksouth:PREMIUM_azure:northcentralus:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/azure:uksouth:PREMIUM_azure:northcentralus:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/azure:uksouth:PREMIUM_azure:northcentralus:PREMIUM.stderr,14645742338.404764,12998832639.27226,9.46200044221152,True
aws:me-central-1,PREMIUM,m5.8xlarge,gcp:me-west1-a,PREMIUM,n2-standard-32,64,5,aws:me-central-1:PREMIUM_gcp:me-west1-a:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/aws:me-central-1:PREMIUM_gcp:me-west1-a:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/aws:me-central-1:PREMIUM_gcp:me-west1-a:PREMIUM.stderr,5206764350.045328,4266149235.249984,5.567137998323735,True
aws:ap-northeast-3,PREMIUM,m5.8xlarge,azure:centralindia,PREMIUM,Standard_D32_v5,64,5,aws:ap-northeast-3:PREMIUM_azure:centralindia:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/aws:ap-northeast-3:PREMIUM_azure:centralindia:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/aws:ap-northeast-3:PREMIUM_azure:centralindia:PREMIUM.stderr,5380994209.960963,3883709017.691057,5.233726371531328,True
azure:switzerlandnorth,PREMIUM,Standard_D32_v5,gcp:us-central1-a,PREMIUM,n2-standard-32,64,5,azure:switzerlandnorth:PREMIUM_gcp:us-central1-a:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/azure:switzerlandnorth:PREMIUM_gcp:us-central1-a:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/azure:switzerlandnorth:PREMIUM_gcp:us-central1-a:PREMIUM.stderr,4808702461.572246,3987080718.317503,4.503747794114646,True
aws:ap-southeast-2,PREMIUM,m5.8xlarge,aws:ap-east-1,PREMIUM,m5.8xlarge,64,5,aws:ap-southeast-2:PREMIUM_aws:ap-east-1:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/aws:ap-southeast-2:PREMIUM_aws:ap-east-1:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/aws:ap-southeast-2:PREMIUM_aws:ap-east-1:PREMIUM.stderr,5170141392.841,3839950114.041609,4.9652699389440444,True
aws:ap-northeast-2,PREMIUM,m5.8xlarge,aws:ap-south-1,PREMIUM,m5.8xlarge,64,5,aws:ap-northeast-2:PREMIUM_aws:ap-south-1:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/aws:ap-northeast-2:PREMIUM_aws:ap-south-1:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/aws:ap-northeast-2:PREMIUM_aws:ap-south-1:PREMIUM.stderr,5305792666.412674,3863504282.3046346,5.304085419923794,True
gcp:asia-east1-a,PREMIUM,n2-standard-32,azure:westus,PREMIUM,Standard_D32_v5,64,5,gcp:asia-east1-a:PREMIUM_azure:westus:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-east1-a:PREMIUM_azure:westus:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-east1-a:PREMIUM_azure:westus:PREMIUM.stderr,6367478402.430649,5071891641.484564,4.512152769440165,True
azure:westus2,PREMIUM,Standard_D32_v5,azure:swedencentral,PREMIUM,Standard_D32_v5,64,5,azure:westus2:PREMIUM_azure:swedencentral:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/azure:westus2:PREMIUM_azure:swedencentral:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/azure:westus2:PREMIUM_azure:swedencentral:PREMIUM.stderr,13904554148.099054,10521694258.450191,6.746254845365261,True
gcp:asia-northeast3-a,PREMIUM,n2-standard-32,gcp:australia-southeast2-a,PREMIUM,n2-standard-32,64,5,gcp:asia-northeast3-a:PREMIUM_gcp:australia-southeast2-a:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-northeast3-a:PREMIUM_gcp:australia-southeast2-a:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-northeast3-a:PREMIUM_gcp:australia-southeast2-a:PREMIUM.stderr,26010123001.713146,21371773555.267033,11.489835538705314,True
azure:koreacentral,PREMIUM,Standard_D32_v5,azure:canadacentral,PREMIUM,Standard_D32_v5,64,5,azure:koreacentral:PREMIUM_azure:canadacentral:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/azure:koreacentral:PREMIUM_azure:canadacentral:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/azure:koreacentral:PREMIUM_azure:canadacentral:PREMIUM.stderr,14211028388.986797,10463763415.162764,6.584766113865398,True
gcp:asia-south2-a,PREMIUM,n2-standard-32,aws:eu-south-1,PREMIUM,m5.8xlarge,64,5,gcp:asia-south2-a:PREMIUM_aws:eu-south-1:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-south2-a:PREMIUM_aws:eu-south-1:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-south2-a:PREMIUM_aws:eu-south-1:PREMIUM.stderr,6897006686.1753435,4723096699.937167,4.787545628333753,True
gcp:asia-south1-a,PREMIUM,n2-standard-32,gcp:europe-west4-a,PREMIUM,n2-standard-32,64,5,gcp:asia-south1-a:PREMIUM_gcp:europe-west4-a:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-south1-a:PREMIUM_gcp:europe-west4-a:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-south1-a:PREMIUM_gcp:europe-west4-a:PREMIUM.stderr,24601669045.64103,20714415211.95188,10.255034756242061,True
gcp:europe-north1-a,PREMIUM,n2-standard-32,azure:southafricanorth,PREMIUM,Standard_D32_v5,64,5,gcp:europe-north1-a:PREMIUM_azure:southafricanorth:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:europe-north1-a:PREMIUM_azure:southafricanorth:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:europe-north1-a:PREMIUM_azure:southafricanorth:PREMIUM.stderr,6264735001.672953,4649405090.403638,4.00662640851871,True
gcp:asia-southeast2-a,PREMIUM,n2-standard-32,gcp:us-east1-b,PREMIUM,n2-standard-32,64,5,gcp:asia-southeast2-a:PREMIUM_gcp:us-east1-b:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-southeast2-a:PREMIUM_gcp:us-east1-b:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-southeast2-a:PREMIUM_gcp:us-east1-b:PREMIUM.stderr,15911015595.413614,11948677177.198084,6.302579289884182,True
gcp:australia-southeast1-a,PREMIUM,n2-standard-32,azure:northeurope,PREMIUM,Standard_D32_v5,64,5,gcp:australia-southeast1-a:PREMIUM_azure:northeurope:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:australia-southeast1-a:PREMIUM_azure:northeurope:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:australia-southeast1-a:PREMIUM_azure:northeurope:PREMIUM.stderr,5547787288.977438,3748036969.2796006,3.444635690045799,True
gcp:southamerica-east1-a,PREMIUM,n2-standard-32,aws:ap-northeast-1,PREMIUM,m5.8xlarge,64,5,gcp:southamerica-east1-a:PREMIUM_aws:ap-northeast-1:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:southamerica-east1-a:PREMIUM_aws:ap-northeast-1:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:southamerica-east1-a:PREMIUM_aws:ap-northeast-1:PREMIUM.stderr,5278482704.884263,3270318966.168919,3.642469873903103,True
gcp:asia-east2-a,PREMIUM,n2-standard-32,gcp:europe-west2-a,PREMIUM,n2-standard-32,64,5,gcp:asia-east2-a:PREMIUM_gcp:europe-west2-a:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-east2-a:PREMIUM_gcp:europe-west2-a:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-east2-a:PREMIUM_gcp:europe-west2-a:PREMIUM.stderr,14081765984.73529,10205831924.444592,5.616561325606767,True
gcp:southamerica-west1-a,PREMIUM,n2-standard-32,aws:ap-southeast-3,PREMIUM,m5.8xlarge,64,5,gcp:southamerica-west1-a:PREMIUM_aws:ap-southeast-3:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:southamerica-west1-a:PREMIUM_aws:ap-southeast-3:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:southamerica-west1-a:PREMIUM_aws:ap-southeast-3:PREMIUM.stderr,5281399450.457256,3195329180.3176894,3.6725865171980567,True
azure:qatarcentral,PREMIUM,Standard_D32_v5,azure:brazilsouth,PREMIUM,Standard_D32_v5,64,5,azure:qatarcentral:PREMIUM_azure:brazilsouth:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/azure:qatarcentral:PREMIUM_azure:brazilsouth:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/azure:qatarcentral:PREMIUM_azure:brazilsouth:PREMIUM.stderr,4234441167.577253,2743539612.9616785,3.6042186968724153,True
gcp:asia-southeast1-a,PREMIUM,n2-standard-32,aws:sa-east-1,PREMIUM,m5.8xlarge,64,5,gcp:asia-southeast1-a:PREMIUM_aws:sa-east-1:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-southeast1-a:PREMIUM_aws:sa-east-1:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:asia-southeast1-a:PREMIUM_aws:sa-east-1:PREMIUM.stderr,4553687662.457269,2352712346.6841807,3.2209791239871257,True
aws:af-south-1,PREMIUM,m5.8xlarge,azure:australiaeast,PREMIUM,Standard_D32_v5,64,5,aws:af-south-1:PREMIUM_azure:australiaeast:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/aws:af-south-1:PREMIUM_azure:australiaeast:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/aws:af-south-1:PREMIUM_azure:australiaeast:PREMIUM.stderr,4414647199.478415,1859411956.2264185,3.773739335194547,True
aws:ca-central-1,PREMIUM,m5.8xlarge,aws:us-east-1,PREMIUM,m5.8xlarge,64,5,aws:ca-central-1:PREMIUM_aws:us-east-1:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/aws:ca-central-1:PREMIUM_aws:us-east-1:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/aws:ca-central-1:PREMIUM_aws:us-east-1:PREMIUM.stderr,4930752540.21973,4719894561.161087,8.57750176093215,True
azure:norwayeast,PREMIUM,Standard_D32_v5,aws:eu-west-1,PREMIUM,m5.8xlarge,64,5,azure:norwayeast:PREMIUM_aws:eu-west-1:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/azure:norwayeast:PREMIUM_aws:eu-west-1:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/azure:norwayeast:PREMIUM_aws:eu-west-1:PREMIUM.stderr,9425305392.931648,8816576122.151245,8.397985029208835,True
gcp:europe-west3-a,PREMIUM,n2-standard-32,aws:eu-central-2,PREMIUM,m5.8xlarge,64,5,gcp:europe-west3-a:PREMIUM_aws:eu-central-2:PREMIUM,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:europe-west3-a:PREMIUM_aws:eu-central-2:PREMIUM.stdout,/Users/shuL/Documents/Projects/copy/Provision/skyplane/data/logs/throughput_grid/2022.11.28_22.37_boa-oxidize-versace-prim_5s_64c/raw_iperf3_logs/gcp:europe-west3-a:PREMIUM_aws:eu-central-2:PREMIUM.stderr,7328424448.066559,7044744817.471426,9.019290316459518,True
